Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2
Zevachim 66a:7,Exodus 21:34,,Zevachim,Exodus,Talmud,Tanakh
Zevachim 66a:8,Rashi on Zevachim 66a:8:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66a:9,Leviticus 1:15,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 66b:1,Rashi on Zevachim 66b:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:13,Rashi on Zevachim 66b:13:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:15,Rashi on Zevachim 66b:15:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:15,Tosafot on Zevachim 66b:15:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 66b:16,Rashi on Zevachim 66b:16:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:17,Tosafot on Zevachim 66b:17:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 66b:17,Rashi on Zevachim 66b:17:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:18,Bekhorot 42a:18-20,automatic mesorat hashas,Zevachim,Bekhorot,Talmud,Talmud
Zevachim 66b:18,Rashi on Zevachim 66b:18:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:2,Rashi on Zevachim 66b:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:2,Rashi on Zevachim 66b:2:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:2,Tosafot on Zevachim 66b:2:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 66b:20,Rashi on Zevachim 66b:20:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:20,Tosafot on Zevachim 66b:20:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 66b:25,Rashi on Zevachim 66b:25:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:28,Rashi on Zevachim 66b:28:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:28,Rashi on Zevachim 66b:28:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:30,Meilah 3a:9,automatic mesorat hashas,Zevachim,Meilah,Talmud,Talmud
Zevachim 66b:30,Rashi on Zevachim 66b:30:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:30,Rashi on Zevachim 66b:30:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:30,Rashi on Zevachim 66b:30:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:30,Rashi on Zevachim 66b:30:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:31,Rashi on Zevachim 66b:31:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:32,Rashi on Zevachim 66b:32:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:35,Rashi on Zevachim 66b:35:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:35,Rashi on Zevachim 66b:35:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:37,Rashi on Zevachim 66b:37:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:4,Rashi on Zevachim 66b:4:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:5,Rashi on Zevachim 66b:5:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:5,Rashi on Zevachim 66b:5:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:6,Rashi on Zevachim 66b:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:8,Rashi on Zevachim 66b:8:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 66b:9,Rashi on Zevachim 66b:9:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:18,Tosafot on Zevachim 67a:18:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 67a:18,Rashi on Zevachim 67a:18:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:19,Rashi on Zevachim 67a:19:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:2,Rashi on Zevachim 67a:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:2,Tosafot on Zevachim 67a:2:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 67a:2,Rashi on Zevachim 67a:2:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:2,Rashi on Zevachim 67a:2:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:23,Rashi on Zevachim 67a:23:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:23,Tosafot on Zevachim 67a:23:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 67a:24,Rashi on Zevachim 67a:24:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:25,Rashi on Zevachim 67a:25:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:27,Rashi on Zevachim 67a:27:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:29,Rashi on Zevachim 67a:29:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:30,Rashi on Zevachim 67a:30:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:31,Tosafot on Zevachim 67a:31:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 67a:32,Rashi on Zevachim 67a:32:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:32,Rashi on Zevachim 67a:32:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:36,Rashi on Zevachim 67a:36:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:5,Rashi on Zevachim 67a:5:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:5,Tosafot on Zevachim 67a:5:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 67a:7,Tosafot on Zevachim 67a:7:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 67a:7,Rashi on Zevachim 67a:7:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67a:8,Rashi on Zevachim 67a:8:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:10,Rashi on Zevachim 67b:10:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:10,Rashi on Zevachim 67b:10:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:11,Rashi on Zevachim 67b:11:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:13,Rashi on Zevachim 67b:13:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:15,Rashi on Zevachim 67b:15:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:17,Rashi on Zevachim 67b:17:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:18,Rashi on Zevachim 67b:18:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:19,Rashi on Zevachim 67b:19:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:2,Rashi on Zevachim 67b:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:2,Rashi on Zevachim 67b:2:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:2,Rashi on Zevachim 67b:2:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:2,Rashi on Zevachim 67b:2:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:2-5,Zevachim 73b:16-17,automatic mesorat hashas,Zevachim,Zevachim,Talmud,Talmud
Zevachim 67b:20,Rashi on Zevachim 67b:20:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:20,Rashi on Zevachim 67b:20:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:20,Rashi on Zevachim 67b:20:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:22,Rashi on Zevachim 67b:22:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:24,Rashi on Zevachim 67b:24:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:6,Rashi on Zevachim 67b:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:7,Rashi on Zevachim 67b:7:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:7,Tosafot on Zevachim 67b:7:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 67b:7,Rashi on Zevachim 67b:7:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:9,Rashi on Zevachim 67b:9:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 67b:9,Tosafot on Zevachim 67b:9:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 67b:9,Rashi on Zevachim 67b:9:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:1,Rashi on Zevachim 68a:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:10,Rashi on Zevachim 68a:10:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:10,Rashi on Zevachim 68a:10:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:11,Tosafot on Zevachim 68a:11:2,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68a:11,Rashi on Zevachim 68a:11:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:11,Tosafot on Zevachim 68a:11:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68a:12,Rashi on Zevachim 68a:12:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:12,Rashi on Zevachim 68a:12:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:12,Tosafot on Zevachim 68a:12:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68a:2,Rashi on Zevachim 68a:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:3,Tosafot on Zevachim 68a:3:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68a:3,Rashi on Zevachim 68a:3:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:3,Rashi on Zevachim 68a:3:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:3,Rashi on Zevachim 68a:3:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:4,Rashi on Zevachim 68a:4:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:6,Rashi on Zevachim 68a:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68a:8,Tosafot on Zevachim 68a:8:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68a:9,Tosafot on Zevachim 68a:9:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68a:9,Rashi on Zevachim 68a:9:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:1,Rashi on Zevachim 68b:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:1,Rashi on Zevachim 68b:1:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:1,Tosafot on Zevachim 68b:1:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68b:1-3,Meilah 3a:11,automatic mesorat hashas,Zevachim,Meilah,Talmud,Talmud
Zevachim 68b:12,Rashi on Zevachim 68b:12:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:13,Rashi on Zevachim 68b:13:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:18,Rashi on Zevachim 68b:18:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:18,Tosafot on Zevachim 68b:18:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68b:19,Tosafot on Zevachim 68b:19:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68b:19,Rashi on Zevachim 68b:19:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:20-23,Menachot 48b:25-49a:1,automatic mesorat hashas,Zevachim,Menachot,Talmud,Talmud
Zevachim 68b:23,Leviticus 6:2,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 68b:24,Rashi on Zevachim 68b:24:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:25,Rashi on Zevachim 68b:25:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:3,Rashi on Zevachim 68b:3:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:34,Tosafot on Zevachim 68b:34:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68b:4,Tosafot on Zevachim 68b:4:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68b:5,Rashi on Zevachim 68b:5:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:5,Rashi on Zevachim 68b:5:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:6,Tosafot on Zevachim 68b:6:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 68b:6,Rashi on Zevachim 68b:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 68b:8,Tosafot on Zevachim 68b:8:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 69a:1,Tosafot on Zevachim 69a:1:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 69a:11,Rashi on Zevachim 69a:11:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:13-16,Zevachim 119b:51-54,automatic mesorat hashas,Zevachim,Zevachim,Talmud,Talmud
Zevachim 69a:15,Rashi on Zevachim 69a:15:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:16,Rashi on Zevachim 69a:16:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:18,Rashi on Zevachim 69a:18:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:18,Tosafot on Zevachim 69a:18:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 69a:19,Rashi on Zevachim 69a:19:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:21,Rashi on Zevachim 69a:21:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:21,Tosafot on Zevachim 69a:21:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 69a:21-27,"Sifra, Acharei Mot, Chapter 12 10",automatic mesorat hashas,Zevachim,"Sifra, Acharei Mot, Chapter 12",Talmud,Midrash
Zevachim 69a:23,Leviticus 17:15,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 69a:24,Rashi on Zevachim 69a:24:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:25,Rashi on Zevachim 69a:25:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:26,Rashi on Zevachim 69a:26:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:26,Rashi on Zevachim 69a:26:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:26,Leviticus 17:15,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 69a:3,Tosafot on Zevachim 69a:3:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 69a:3,Rashi on Zevachim 69a:3:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:3,Rashi on Zevachim 69a:3:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:30,Rashi on Zevachim 69a:30:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:31,Rashi on Zevachim 69a:31:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:33,Rashi on Zevachim 69a:33:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:35,Rashi on Zevachim 69a:35:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:35-36,"Sifra, Acharei Mot, Chapter 12 12",automatic mesorat hashas,Zevachim,"Sifra, Acharei Mot, Chapter 12",Talmud,Midrash
Zevachim 69a:36,Rashi on Zevachim 69a:36:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:37,Rashi on Zevachim 69a:37:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:37,Rashi on Zevachim 69a:37:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:38,Rashi on Zevachim 69a:38:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:39,Rashi on Zevachim 69a:39:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:40,Rashi on Zevachim 69a:40:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:40,Rashi on Zevachim 69a:40:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:41,Rashi on Zevachim 69a:41:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:41,Rashi on Zevachim 69a:41:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:42-47,Menachot 48b:23-49a:2,automatic mesorat hashas,Zevachim,Menachot,Talmud,Talmud
Zevachim 69a:43,Rashi on Zevachim 69a:43:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:43,Rashi on Zevachim 69a:43:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:43,Rashi on Zevachim 69a:43:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:43,Rashi on Zevachim 69a:43:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:43,Tosafot on Zevachim 69a:43:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 69a:43-44,Zevachim 84b:4-5,automatic mesorat hashas,Zevachim,Zevachim,Talmud,Talmud
Zevachim 69a:44-47,Menachot 6b:42-44,automatic mesorat hashas,Zevachim,Menachot,Talmud,Talmud
Zevachim 69a:47,Leviticus 6:2,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 69a:48,Rashi on Zevachim 69a:48:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:5,Rashi on Zevachim 69a:5:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69a:7,Tosafot on Zevachim 69a:7:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 69b:1,Rashi on Zevachim 69b:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:1,Tosafot on Zevachim 69b:1:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 69b:12,Rashi on Zevachim 69b:12:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:12-13,"Sifra, Braita d'Rabbi Yishmael 3",automatic mesorat hashas,Zevachim,"Sifra, Braita d'Rabbi Yishmael",Talmud,Midrash
Zevachim 69b:13,Bereishit Rabbah 93:4,automatic mesorat hashas,Zevachim,Bereishit Rabbah,Talmud,Midrash
Zevachim 69b:13,Tosafot on Zevachim 69b:13:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 69b:13,Rashi on Zevachim 69b:13:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:13,Numbers 12:14,,Zevachim,Numbers,Talmud,Tanakh
Zevachim 69b:14,Rashi on Zevachim 69b:14:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:16,Tosafot on Zevachim 69b:16:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 69b:16,Leviticus 11:46,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 69b:16-18,Chullin 27b:6-8,automatic mesorat hashas,Zevachim,Chullin,Talmud,Talmud
Zevachim 69b:16-18,"Sifra, Shemini, Chapter 12 5",automatic mesorat hashas,Zevachim,"Sifra, Shemini, Chapter 12",Talmud,Midrash
Zevachim 69b:17,Rashi on Zevachim 69b:17:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:18,Rashi on Zevachim 69b:18:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:18-19,Chullin 100b:11-12,automatic mesorat hashas,Zevachim,Chullin,Talmud,Talmud
Zevachim 69b:18-19,"Sifra, Acharei Mot, Chapter 12 10",automatic mesorat hashas,Zevachim,"Sifra, Acharei Mot, Chapter 12",Talmud,Midrash
Zevachim 69b:18-19,"Sifra, Acharei Mot, Chapter 12 7",automatic mesorat hashas,Zevachim,"Sifra, Acharei Mot, Chapter 12",Talmud,Midrash
Zevachim 69b:18-19,"Sifra, Acharei Mot, Chapter 12 12",automatic mesorat hashas,Zevachim,"Sifra, Acharei Mot, Chapter 12",Talmud,Midrash
Zevachim 69b:20,Rashi on Zevachim 69b:20:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:24,Rashi on Zevachim 69b:24:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:25,Rashi on Zevachim 69b:25:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:25,Tosafot on Zevachim 69b:25:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 69b:25,Rashi on Zevachim 69b:25:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:26,Rashi on Zevachim 69b:26:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:29,Rashi on Zevachim 69b:29:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:29,Leviticus 7:24,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 69b:3-8,"Sifra, Acharei Mot, Chapter 12 9",automatic mesorat hashas,Zevachim,"Sifra, Acharei Mot, Chapter 12",Talmud,Midrash
Zevachim 69b:30,Rashi on Zevachim 69b:30:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 69b:33-35,Chullin 74a:38-39,automatic mesorat hashas,Zevachim,Chullin,Talmud,Talmud
Zevachim 69b:33-35,Chullin 85b:21-22,automatic mesorat hashas,Zevachim,Chullin,Talmud,Talmud
Zevachim 69b:33-35,Chullin 128b:21-23,automatic mesorat hashas,Zevachim,Chullin,Talmud,Talmud
Zevachim 69b:34,Leviticus 11:39,,Zevachim,Leviticus,Talmud,Tanakh
